document_id,query_id,round,user,position,Okapi,LM,TF,NormTF,LEN,FracStop,StopCover,ENT,BERT
ROUND-01-009_009_0_T-5I47JG,9,1,5I47JG,3,10.727922,-14.501403,25,8.7000675,148,0.344594595,0.162011173,4.099354376,0.998109818
ROUND-01-009_009_0_T-ALTS1G,9,1,ALTS1G,1,10.663068,-14.710222,23,8.861775,145,0.351724138,0.167597765,4.069815899,0.999398589
ROUND-01-009_009_1_T-0S4RPX,9,1,0S4RPX,2,10.667839,-14.714974,23,8.923211,148,0.344594595,0.156424581,4.097099571,0.998542428
ROUND-01-009_009_0_T-NVDYIJ,9,1,NVDYIJ,2,10.785744,-14.3091755,27,8.539666,150,0.326666667,0.162011173,4.090342399,0.998963714
ROUND-01-009_009_1_T-AWG80T,9,1,AWG80T,4,10.535155,-15.123303,19,8.627333,111,0.378378378,0.145251397,3.839758694,0.998060882
ROUND-01-009_009_0_T-CXI2X2,9,1,CXI2X2,4,10.64164,-14.851175,22,9.125734,149,0.348993289,0.162011173,4.140477733,0.998149753
ROUND-01-009_009_1_T-DG0YZT,9,1,DG0YZT,1,9.785672,-16.739069,11,11.367301,146,0.506849315,0.189944134,4.075906538,0.996953964
ROUND-01-009_009_1_T-PVFT27,9,1,PVFT27,3,10.64164,-14.851175,22,9.125734,149,0.355704698,0.162011173,4.138321923,0.998316288
ROUND-02-009_009_0_T-5I47JG,9,2,5I47JG,2,9.782486,-16.746914,11,11.42832,149,0.510067114,0.189944134,4.057925002,0.995468855
ROUND-02-009_009_0_T-CXI2X2,9,2,CXI2X2,4,10.64164,-14.851175,22,9.125734,149,0.348993289,0.162011173,4.140477733,0.998149753
ROUND-02-009_009_1_T-0S4RPX,9,2,0S4RPX,4,10.406511,-15.53403,17,9.9278755,151,0.350993377,0.167597765,4.22924716,0.996016443
ROUND-02-009_009_1_T-PVFT27,9,2,PVFT27,3,9.783547,-16.7443,11,11.408118,148,0.52027027,0.184357542,4.061895124,0.996967733
ROUND-02-009_009_1_T-DG0YZT,9,2,DG0YZT,1,9.785672,-16.739069,11,11.367301,146,0.506849315,0.189944134,4.075906538,0.996953964
ROUND-02-009_009_0_T-ALTS1G,9,2,ALTS1G,1,10.702627,-14.594647,24,8.743992,145,0.351724138,0.167597765,4.042032812,0.999407053
ROUND-02-009_009_0_T-NVDYIJ,9,2,NVDYIJ,3,10.606089,-14.982083,22,9.473219,152,0.315789474,0.117318436,4.04892276,0.998975635
ROUND-02-009_009_1_T-AWG80T,9,2,AWG80T,2,10.477961,-15.149314,20,9.3160305,146,0.47260274,0.167597765,3.879456998,0.99383682
ROUND-03-009_009_0_T-NVDYIJ,9,3,NVDYIJ,3,10.611313,-14.848771,22,9.056743,148,0.337837838,0.162011173,4.119617724,0.999365628
ROUND-03-009_009_1_T-DG0YZT,9,3,DG0YZT,1,9.785672,-16.739069,11,11.367301,146,0.506849315,0.189944134,4.075906538,0.996953964
ROUND-03-009_009_1_T-PVFT27,9,3,PVFT27,3,9.783547,-16.7443,11,11.408118,148,0.52027027,0.189944134,4.061895124,0.99633944
ROUND-03-009_009_0_T-CXI2X2,9,3,CXI2X2,4,10.64164,-14.851175,22,9.125734,149,0.348993289,0.162011173,4.140477733,0.998149753
ROUND-03-009_009_1_T-AWG80T,9,3,AWG80T,2,10.477961,-15.149314,20,9.3160305,146,0.47260274,0.167597765,3.879456998,0.99383682
ROUND-03-009_009_0_T-ALTS1G,9,3,ALTS1G,1,10.702627,-14.594647,24,8.743992,145,0.351724138,0.167597765,4.042032812,0.999407053
ROUND-03-009_009_0_T-5I47JG,9,3,5I47JG,2,10.760086,-14.397813,26,8.5947075,148,0.344594595,0.167597765,4.003926945,0.999391079
ROUND-03-009_009_1_T-0S4RPX,9,3,0S4RPX,4,10.544191,-15.006987,21,9.271096,151,0.357615894,0.167597765,4.165058127,0.996990323
ROUND-04-009_009_0_T-ALTS1G,9,4,ALTS1G,1,10.702627,-14.594647,24,8.743992,145,0.351724138,0.167597765,4.042032812,0.999407053
ROUND-04-009_009_1_T-AWG80T,9,4,AWG80T,2,10.477961,-15.149314,20,9.3160305,146,0.47260274,0.167597765,3.879456998,0.99383682
ROUND-04-009_009_1_T-PVFT27,9,4,PVFT27,3,9.781425,-16.749523,11,11.448387,150,0.52,0.189944134,4.091408524,0.996344388
ROUND-04-009_009_0_T-5I47JG,9,4,5I47JG,2,10.778484,-14.282597,27,8.460758,149,0.348993289,0.167597765,4.005162696,0.999385476
ROUND-04-009_009_0_T-NVDYIJ,9,4,NVDYIJ,3,10.699928,-14.607719,24,8.845697,150,0.353333333,0.167597765,4.083559618,0.999411821
ROUND-04-009_009_1_T-DG0YZT,9,4,DG0YZT,1,9.785672,-16.739069,11,11.367301,146,0.506849315,0.189944134,4.075906538,0.996953964
ROUND-04-009_009_1_T-0S4RPX,9,4,0S4RPX,4,10.130079,-16.213818,13,10.773826,153,0.411764706,0.156424581,4.179992106,0.987690806
ROUND-04-009_009_0_T-CXI2X2,9,4,CXI2X2,4,10.64164,-14.851175,22,9.125734,149,0.348993289,0.162011173,4.140477733,0.998149753
ROUND-05-009_009_0_T-CXI2X2,9,5,CXI2X2,4,10.64164,-14.851175,22,9.125734,149,0.348993289,0.162011173,4.140477733,0.998149753
ROUND-05-009_009_0_T-NVDYIJ,9,5,NVDYIJ,1,10.699928,-14.607719,24,8.845697,150,0.346666667,0.167597765,4.100249868,0.999333441
ROUND-05-009_009_0_T-5I47JG,9,5,5I47JG,3,10.701548,-14.599883,24,8.7850895,147,0.353741497,0.167597765,4.056855327,0.999406338
ROUND-05-009_009_0_T-ALTS1G,9,5,ALTS1G,2,10.702627,-14.594647,24,8.743992,145,0.351724138,0.167597765,4.042032812,0.999407053
ROUND-05-009_009_1_T-DG0YZT,9,5,DG0YZT,1,9.785672,-16.739069,11,11.367301,146,0.506849315,0.189944134,4.075906538,0.996953964
ROUND-05-009_009_1_T-AWG80T,9,5,AWG80T,2,10.477961,-15.149314,20,9.3160305,146,0.47260274,0.167597765,3.879456998,0.99383682
ROUND-05-009_009_1_T-PVFT27,9,5,PVFT27,4,9.780363,-16.752129,11,11.468321,151,0.490066225,0.189944134,4.1373341,0.997007549
ROUND-05-009_009_1_T-0S4RPX,9,5,0S4RPX,3,10.037161,-16.319103,13,10.925468,146,0.5,0.184357542,4.021436806,0.997036815
ROUND-06-009_009_1_T-PVFT27,9,6,PVFT27,3,9.786734,-16.73645,11,11.346682,145,0.510344828,0.189944134,4.045279178,0.995268524
ROUND-06-009_009_0_T-5I47JG,9,6,5I47JG,2,10.667276,-14.7175865,23,8.943413,149,0.355704698,0.167597765,4.072586144,0.999404192
ROUND-06-009_009_0_T-NVDYIJ,9,6,NVDYIJ,1,10.699928,-14.607719,24,8.845697,150,0.346666667,0.167597765,4.100249868,0.999333441
ROUND-06-009_009_0_T-CXI2X2,9,6,CXI2X2,4,10.64164,-14.851175,22,9.125734,149,0.348993289,0.162011173,4.140477733,0.998149753
ROUND-06-009_009_1_T-AWG80T,9,6,AWG80T,2,10.477961,-15.149314,20,9.3160305,146,0.47260274,0.167597765,3.879456998,0.99383682
ROUND-06-009_009_1_T-DG0YZT,9,6,DG0YZT,1,9.785672,-16.739069,11,11.367301,146,0.506849315,0.189944134,4.075906538,0.996953964
ROUND-06-009_009_1_T-0S4RPX,9,6,0S4RPX,4,9.840172,-16.59389,12,11.21315,146,0.5,0.184357542,4.045365961,0.996904671
ROUND-06-009_009_0_T-ALTS1G,9,6,ALTS1G,3,10.719894,-14.48467,25,8.651278,148,0.351351351,0.167597765,4.046532737,0.999383569
ROUND-07-009_009_1_T-DG0YZT,9,7,DG0YZT,1,9.785672,-16.739069,11,11.367301,146,0.506849315,0.189944134,4.075906538,0.996953964
ROUND-07-009_009_0_T-5I47JG,9,7,5I47JG,3,10.601976,-14.966749,21,9.243518,149,0.33557047,0.167597765,4.206234746,0.999125659
ROUND-07-009_009_1_T-0S4RPX,9,7,0S4RPX,3,10.482048,-15.133566,20,9.190138,140,0.492857143,0.167597765,3.787346751,0.994951963
ROUND-07-009_009_1_T-PVFT27,9,7,PVFT27,2,10.47728,-15.151932,20,9.336508,147,0.469387755,0.167597765,3.883108731,0.994206905
ROUND-07-009_009_0_T-NVDYIJ,9,7,NVDYIJ,1,10.699928,-14.607719,24,8.845697,150,0.346666667,0.167597765,4.100249868,0.999333441
ROUND-07-009_009_0_T-ALTS1G,9,7,ALTS1G,2,10.7042465,-14.586777,24,8.6812725,142,0.345070423,0.167597765,4.054892732,0.999485731
ROUND-07-009_009_0_T-CXI2X2,9,7,CXI2X2,4,10.64164,-14.851175,22,9.125734,149,0.348993289,0.162011173,4.140477733,0.998149753
ROUND-07-009_009_1_T-AWG80T,9,7,AWG80T,4,10.477961,-15.149314,20,9.3160305,146,0.47260274,0.167597765,3.879456998,0.99383682
ROUND-01-017_017_0_T-N72SZ3,17,1,N72SZ3,4,11.652216,-13.295737,3,9.246479,144,0.486111111,0.167597765,3.974400966,0.989410698
ROUND-01-017_017_1_T-0S4RPX,17,1,0S4RPX,1,15.044516,-10.739119,11,6.7023554,151,0.490066225,0.184357542,4.025662856,0.999638557
ROUND-01-017_017_0_T-0ZWOTE,17,1,0ZWOTE,1,15.841171,-9.569559,19,5.4258795,143,0.41958042,0.12849162,3.7763107,0.999658227
ROUND-01-017_017_0_T-ZM3TBL,17,1,ZM3TBL,2,14.987466,-10.887646,10,6.816371,148,0.425675676,0.139664804,3.984698988,0.999272048
ROUND-01-017_017_1_T-7KO86D,17,1,7KO86D,3,15.029562,-10.847384,10,6.775549,148,0.459459459,0.173184358,4.217252879,0.998385787
ROUND-01-017_017_1_T-AFOPDT,17,1,AFOPDT,2,15.33309,-10.317692,14,5.7481184,112,0.473214286,0.145251397,3.58513119,0.992361009
ROUND-01-017_017_1_T-SUL8M1,17,1,SUL8M1,4,11.652216,-13.295737,3,9.246479,144,0.486111111,0.167597765,3.974400966,0.989410698
ROUND-01-017_017_0_T-P8KGYM,17,1,P8KGYM,3,15.361733,-10.387758,13,6.34568,151,0.450331126,0.173184358,4.153178297,0.99832052
ROUND-02-017_017_1_T-0S4RPX,17,2,0S4RPX,1,15.044516,-10.739119,11,6.7023554,151,0.490066225,0.184357542,4.025662856,0.999638557
ROUND-02-017_017_1_T-AFOPDT,17,2,AFOPDT,3,15.8925495,-9.468463,20,5.348297,145,0.468965517,0.167597765,3.690189243,0.997824788
ROUND-02-017_017_0_T-0ZWOTE,17,2,0ZWOTE,1,15.841171,-9.569559,19,5.4258795,143,0.41958042,0.12849162,3.7763107,0.999658227
ROUND-02-017_017_0_T-ZM3TBL,17,2,ZM3TBL,3,15.559968,-10.087037,15,6.0189085,149,0.416107383,0.134078212,3.91950407,0.999437749
ROUND-02-017_017_0_T-P8KGYM,17,2,P8KGYM,2,15.165885,-10.620178,12,6.6594543,158,0.455696203,0.139664804,4.12590754,0.999559343
ROUND-02-017_017_1_T-SUL8M1,17,2,SUL8M1,4,15.4407425,-10.246457,14,6.0332994,137,0.350364964,0.111731844,3.995108697,0.99880147
ROUND-02-017_017_1_T-7KO86D,17,2,7KO86D,2,15.4956455,-10.202121,14,6.1232233,148,0.459459459,0.167597765,3.987965903,0.999071002
ROUND-02-017_017_0_T-N72SZ3,17,2,N72SZ3,4,11.652216,-13.295737,3,9.246479,144,0.486111111,0.167597765,3.974400966,0.989410698
ROUND-03-017_017_0_T-P8KGYM,17,3,P8KGYM,3,15.650631,-9.946397,16,5.9565773,156,0.41025641,0.156424581,4.10970467,0.999661803
ROUND-03-017_017_1_T-7KO86D,17,3,7KO86D,2,14.715407,-11.026327,10,7.0293827,154,0.415584416,0.134078212,4.232024188,0.999679804
ROUND-03-017_017_0_T-N72SZ3,17,3,N72SZ3,4,11.652216,-13.295737,3,9.246479,144,0.486111111,0.167597765,3.974400966,0.989410698
ROUND-03-017_017_0_T-ZM3TBL,17,3,ZM3TBL,2,15.693639,-9.801273,18,5.7312264,149,0.402684564,0.122905028,3.816695996,0.999422669
ROUND-03-017_017_0_T-0ZWOTE,17,3,0ZWOTE,1,15.841171,-9.569559,19,5.4258795,143,0.41958042,0.12849162,3.7763107,0.999658227
ROUND-03-017_017_1_T-0S4RPX,17,3,0S4RPX,1,15.044516,-10.739119,11,6.7023554,151,0.490066225,0.184357542,4.025662856,0.999638557
ROUND-03-017_017_1_T-AFOPDT,17,3,AFOPDT,4,15.426442,-10.291891,13,5.9028935,124,0.483870968,0.145251397,3.744974231,0.998184264
ROUND-03-017_017_1_T-SUL8M1,17,3,SUL8M1,3,15.4407425,-10.246457,14,6.0332994,137,0.350364964,0.111731844,3.995108697,0.99880147
ROUND-04-017_017_0_T-ZM3TBL,17,4,ZM3TBL,3,15.864248,-9.515978,20,5.4435444,149,0.402684564,0.122905028,3.755394168,0.999514103
ROUND-04-017_017_1_T-0S4RPX,17,4,0S4RPX,2,15.044516,-10.739119,11,6.7023554,151,0.490066225,0.184357542,4.025662856,0.999638557
ROUND-04-017_017_0_T-N72SZ3,17,4,N72SZ3,4,11.652216,-13.295737,3,9.246479,144,0.486111111,0.167597765,3.974400966,0.989410698
ROUND-04-017_017_0_T-P8KGYM,17,4,P8KGYM,2,15.966764,-9.303299,22,5.3420177,159,0.377358491,0.139664804,4.020014562,0.999556243
ROUND-04-017_017_1_T-SUL8M1,17,4,SUL8M1,3,15.198535,-10.569454,12,6.253889,129,0.348837209,0.106145251,3.974623448,0.998696506
ROUND-04-017_017_0_T-0ZWOTE,17,4,0ZWOTE,1,15.841171,-9.569559,19,5.4258795,143,0.41958042,0.12849162,3.7763107,0.999658227
ROUND-04-017_017_1_T-AFOPDT,17,4,AFOPDT,4,15.426442,-10.291891,13,5.9028935,124,0.483870968,0.145251397,3.744974231,0.998184264
ROUND-04-017_017_1_T-7KO86D,17,4,7KO86D,1,15.565349,-10.076567,15,5.936705,143,0.356643357,0.134078212,4.184873656,0.999467075
ROUND-05-017_017_1_T-0S4RPX,17,5,0S4RPX,1,15.054159,-10.725169,11,6.593485,143,0.496503497,0.17877095,3.977827934,0.9996593
ROUND-05-017_017_0_T-0ZWOTE,17,5,0ZWOTE,1,15.841171,-9.569559,19,5.4258795,143,0.41958042,0.12849162,3.7763107,0.999658227
ROUND-05-017_017_1_T-AFOPDT,17,5,AFOPDT,2,15.658157,-9.930765,16,5.8377304,147,0.367346939,0.134078212,4.133855988,0.999479592
ROUND-05-017_017_1_T-7KO86D,17,5,7KO86D,4,15.565349,-10.076567,15,5.936705,143,0.356643357,0.134078212,4.184873656,0.999467075
ROUND-05-017_017_0_T-ZM3TBL,17,5,ZM3TBL,3,15.975567,-9.278993,22,5.157677,145,0.4,0.122905028,3.650115312,0.999566495
ROUND-05-017_017_0_T-P8KGYM,17,5,P8KGYM,2,15.922638,-9.397981,21,5.437328,159,0.383647799,0.145251397,4.030228456,0.999556959
ROUND-05-017_017_1_T-SUL8M1,17,5,SUL8M1,3,15.729788,-9.80348,17,5.7446046,150,0.42,0.150837989,4.106744726,0.998870432
ROUND-05-017_017_0_T-N72SZ3,17,5,N72SZ3,4,11.652216,-13.295737,3,9.246479,144,0.486111111,0.167597765,3.974400966,0.989410698
ROUND-06-017_017_0_T-ZM3TBL,17,6,ZM3TBL,1,15.796007,-9.669027,18,5.488836,140,0.45,0.156424581,3.812856143,0.999632359
ROUND-06-017_017_0_T-0ZWOTE,17,6,0ZWOTE,2,15.841171,-9.569559,19,5.4258795,143,0.41958042,0.12849162,3.7763107,0.999658227
ROUND-06-017_017_1_T-0S4RPX,17,6,0S4RPX,1,15.054159,-10.725169,11,6.593485,143,0.496503497,0.17877095,3.977827934,0.9996593
ROUND-06-017_017_0_T-N72SZ3,17,6,N72SZ3,4,11.652216,-13.295737,3,9.246479,144,0.486111111,0.167597765,3.974400966,0.989410698
ROUND-06-017_017_1_T-SUL8M1,17,6,SUL8M1,3,15.785797,-9.691918,18,5.5851865,146,0.410958904,0.139664804,4.052544638,0.998912573
ROUND-06-017_017_1_T-7KO86D,17,6,7KO86D,4,15.559071,-10.088778,15,6.0322866,150,0.373333333,0.134078212,4.16875188,0.999321103
ROUND-06-017_017_0_T-P8KGYM,17,6,P8KGYM,3,15.922638,-9.397981,21,5.437328,159,0.383647799,0.145251397,4.030228456,0.999560297
ROUND-06-017_017_1_T-AFOPDT,17,6,AFOPDT,2,15.658157,-9.930765,16,5.8377304,147,0.367346939,0.134078212,4.133855988,0.999479592
ROUND-07-017_017_0_T-ZM3TBL,17,7,ZM3TBL,2,15.796007,-9.669027,18,5.488836,140,0.45,0.156424581,3.812856143,0.999632359
ROUND-07-017_017_0_T-P8KGYM,17,7,P8KGYM,1,15.847934,-9.566187,19,5.3977103,141,0.446808511,0.156424581,3.792807376,0.99962604
ROUND-07-017_017_1_T-7KO86D,17,7,7KO86D,1,15.0553665,-10.723419,11,6.5794497,142,0.478873239,0.173184358,3.975975145,0.999658585
ROUND-07-017_017_1_T-SUL8M1,17,7,SUL8M1,4,15.785797,-9.691918,18,5.5851865,146,0.410958904,0.139664804,4.052544638,0.998912573
ROUND-07-017_017_1_T-0S4RPX,17,7,0S4RPX,3,15.054159,-10.725169,11,6.593485,143,0.496503497,0.17877095,3.977827934,0.9996593
ROUND-07-017_017_0_T-N72SZ3,17,7,N72SZ3,4,11.652216,-13.295737,3,9.246479,144,0.486111111,0.167597765,3.974400966,0.989410698
ROUND-07-017_017_1_T-AFOPDT,17,7,AFOPDT,2,15.658157,-9.930765,16,5.8377304,147,0.367346939,0.134078212,4.133855988,0.999479592
ROUND-07-017_017_0_T-0ZWOTE,17,7,0ZWOTE,3,15.841171,-9.569559,19,5.4258795,143,0.41958042,0.12849162,3.7763107,0.999658227
ROUND-01-021_021_0_T-9BCAQM,21,1,9BCAQM,2,10.468447,-4.7856293,9,2.1722233,79,0.35443038,0.089385475,3.567063088,0.996921599
ROUND-01-021_021_1_T-BABUSQ,21,1,BABUSQ,2,10.463453,-4.794854,9,2.2914119,89,0.382022472,0.111731844,3.710304598,0.997301698
ROUND-01-021_021_0_T-PVFT27,21,1,PVFT27,1,10.556298,-4.6453714,11,2.5857112,146,0.369863014,0.117318436,4.178894016,0.998755813
ROUND-01-021_021_1_T-FVLT16,21,1,FVLT16,1,10.510462,-4.722999,10,2.533697,126,0.388888889,0.134078212,3.915553115,0.998467743
ROUND-01-021_021_1_T-LXEDRD,21,1,LXEDRD,3,10.554636,-4.6488557,11,2.61274,150,0.46,0.173184358,3.846638263,0.005864744
ROUND-01-021_021_0_T-K6DHM4,21,1,K6DHM4,3,10.250124,-5.096919,7,3.0376964,146,0.404109589,0.145251397,4.250057475,0.997537017
ROUND-01-021_021_0_T-FNL75B,21,1,FNL75B,4,9.956745,-5.407279,5,3.152736,117,0.307692308,0.094972067,4.314457611,0.997272432
ROUND-01-021_021_1_T-4ABUO2,21,1,4ABUO2,4,10.555052,-4.647986,11,2.606051,149,0.295302013,0.100558659,4.25487164,0.999072909
ROUND-02-021_021_1_T-LXEDRD,21,2,LXEDRD,4,10.704902,-4.3371644,15,2.2891622,148,0.378378378,0.150837989,3.711126272,0.005584346
ROUND-02-021_021_0_T-K6DHM4,21,2,K6DHM4,4,10.35115,-4.9670224,8,2.9311938,150,0.386666667,0.156424581,4.378923265,0.99763453
ROUND-02-021_021_1_T-FVLT16,21,2,FVLT16,1,10.510462,-4.722999,10,2.533697,126,0.388888889,0.134078212,3.915553115,0.998467743
ROUND-02-021_021_0_T-PVFT27,21,2,PVFT27,1,10.556298,-4.6453714,11,2.5857112,146,0.369863014,0.117318436,4.178894016,0.998755813
ROUND-02-021_021_1_T-4ABUO2,21,2,4ABUO2,3,10.643311,-4.474939,13,2.3908777,142,0.323943662,0.117318436,4.098652447,0.998495936
ROUND-02-021_021_1_T-BABUSQ,21,2,BABUSQ,2,10.463453,-4.794854,9,2.2914119,89,0.382022472,0.111731844,3.710304598,0.997301698
ROUND-02-021_021_0_T-9BCAQM,21,2,9BCAQM,3,10.468447,-4.7856293,9,2.1722233,79,0.35443038,0.089385475,3.567063088,0.996921599
ROUND-02-021_021_0_T-FNL75B,21,2,FNL75B,2,10.130366,-5.2323747,6,3.0365543,125,0.344,0.106145251,4.207445289,0.997979343
ROUND-03-021_021_1_T-BABUSQ,21,3,BABUSQ,2,10.463453,-4.794854,9,2.2914119,89,0.382022472,0.111731844,3.710304598,0.997301698
ROUND-03-021_021_1_T-FVLT16,21,3,FVLT16,1,10.510462,-4.722999,10,2.533697,126,0.388888889,0.134078212,3.915553115,0.998467743
ROUND-03-021_021_0_T-9BCAQM,21,3,9BCAQM,4,10.468447,-4.7856293,9,2.1722233,79,0.35443038,0.089385475,3.567063088,0.996921599
ROUND-03-021_021_1_T-LXEDRD,21,3,LXEDRD,3,10.436075,-4.8441253,9,2.7725887,144,0.368055556,0.106145251,4.026660787,0.998394787
ROUND-03-021_021_1_T-4ABUO2,21,3,4ABUO2,4,10.520896,-4.702361,10,2.3321438,103,0.310679612,0.100558659,3.850240327,0.998866558
ROUND-03-021_021_0_T-PVFT27,21,3,PVFT27,1,10.556298,-4.6453714,11,2.5857112,146,0.369863014,0.117318436,4.178894016,0.998755813
ROUND-03-021_021_0_T-K6DHM4,21,3,K6DHM4,2,10.24643,-5.102141,7,3.0779703,152,0.381578947,0.094972067,4.301821529,0.998714685
ROUND-03-021_021_0_T-FNL75B,21,3,FNL75B,3,10.130366,-5.2323747,6,3.0365543,125,0.344,0.106145251,4.207445289,0.997979343
ROUND-04-021_021_0_T-9BCAQM,21,4,9BCAQM,4,10.468447,-4.7856293,9,2.1722233,79,0.35443038,0.089385475,3.567063088,0.996921599
ROUND-04-021_021_0_T-FNL75B,21,4,FNL75B,3,10.130366,-5.2323747,6,3.0365543,125,0.344,0.106145251,4.207445289,0.997979343
ROUND-04-021_021_1_T-FVLT16,21,4,FVLT16,1,10.510462,-4.722999,10,2.533697,126,0.388888889,0.134078212,3.915553115,0.998467743
ROUND-04-021_021_1_T-BABUSQ,21,4,BABUSQ,2,10.463453,-4.794854,9,2.2914119,89,0.382022472,0.111731844,3.710304598,0.997301698
ROUND-04-021_021_0_T-PVFT27,21,4,PVFT27,1,10.556298,-4.6453714,11,2.5857112,146,0.369863014,0.117318436,4.178894016,0.998755813
ROUND-04-021_021_0_T-K6DHM4,21,4,K6DHM4,2,10.24643,-5.102141,7,3.0779703,152,0.381578947,0.094972067,4.301821529,0.998714685
ROUND-04-021_021_1_T-4ABUO2,21,4,4ABUO2,3,10.443527,-4.830927,9,2.662588,129,0.356589147,0.122905028,3.991034537,0.99867779
ROUND-04-021_021_1_T-LXEDRD,21,4,LXEDRD,4,10.569615,-4.617051,11,2.338303,114,0.333333333,0.089385475,3.803363209,0.99862051
ROUND-05-021_021_1_T-FVLT16,21,5,FVLT16,3,10.510462,-4.722999,10,2.533697,126,0.388888889,0.134078212,3.915553115,0.998467743
ROUND-05-021_021_0_T-K6DHM4,21,5,K6DHM4,2,10.432601,-4.8502254,9,2.8200552,151,0.344370861,0.089385475,4.275804251,0.99914813
ROUND-05-021_021_1_T-LXEDRD,21,5,LXEDRD,4,10.569615,-4.617051,11,2.338303,114,0.333333333,0.089385475,3.803363209,0.99862051
ROUND-05-021_021_0_T-PVFT27,21,5,PVFT27,3,10.556298,-4.6453714,11,2.5857112,146,0.369863014,0.117318436,4.178894016,0.998755813
ROUND-05-021_021_1_T-BABUSQ,21,5,BABUSQ,2,10.463453,-4.794854,9,2.2914119,89,0.382022472,0.111731844,3.710304598,0.997301698
ROUND-05-021_021_0_T-FNL75B,21,5,FNL75B,1,10.440545,-4.836227,9,2.7080503,135,0.377777778,0.12849162,4.238868873,0.998544574
ROUND-05-021_021_0_T-9BCAQM,21,5,9BCAQM,4,10.468447,-4.7856293,9,2.1722233,79,0.35443038,0.089385475,3.567063088,0.996921599
ROUND-05-021_021_1_T-4ABUO2,21,5,4ABUO2,1,9.76162,-5.5709987,4,2.5839975,53,0.339622642,0.067039106,3.404927888,0.998715639
ROUND-06-021_021_1_T-FVLT16,21,6,FVLT16,2,10.510462,-4.722999,10,2.533697,126,0.388888889,0.134078212,3.915553115,0.998467743
ROUND-06-021_021_1_T-BABUSQ,21,6,BABUSQ,3,10.463453,-4.794854,9,2.2914119,89,0.382022472,0.111731844,3.710304598,0.997301698
ROUND-06-021_021_0_T-K6DHM4,21,6,K6DHM4,3,7.2007704,-6.9142485,1,2.7080503,15,0.266666667,0.022346369,2.397895273,0.999442518
ROUND-06-021_021_0_T-9BCAQM,21,6,9BCAQM,4,10.468447,-4.7856293,9,2.1722233,79,0.35443038,0.089385475,3.567063088,0.996921599
ROUND-06-021_021_1_T-4ABUO2,21,6,4ABUO2,1,9.76162,-5.5709987,4,2.5839975,53,0.339622642,0.067039106,3.404927888,0.998715639
ROUND-06-021_021_1_T-LXEDRD,21,6,LXEDRD,4,10.642953,-4.475814,13,2.3978953,143,0.335664336,0.100558659,3.938203677,0.998631537
ROUND-06-021_021_0_T-PVFT27,21,6,PVFT27,2,10.24274,-5.107336,7,3.116685,158,0.341772152,0.100558659,4.124358198,0.998738468
ROUND-06-021_021_0_T-FNL75B,21,6,FNL75B,1,10.440545,-4.836227,9,2.7080503,135,0.377777778,0.12849162,4.238868873,0.998544574
ROUND-07-021_021_0_T-PVFT27,21,7,PVFT27,3,10.24274,-5.107336,7,3.116685,158,0.341772152,0.100558659,4.124358198,0.998738468
ROUND-07-021_021_0_T-9BCAQM,21,7,9BCAQM,4,10.468447,-4.7856293,9,2.1722233,79,0.35443038,0.089385475,3.567063088,0.996921599
ROUND-07-021_021_0_T-FNL75B,21,7,FNL75B,1,10.440545,-4.836227,9,2.7080503,135,0.377777778,0.12849162,4.238868873,0.998544574
ROUND-07-021_021_0_T-K6DHM4,21,7,K6DHM4,2,9.389748,-5.8465185,3,2.6149597,41,0.317073171,0.044692737,3.291336153,0.999334872
ROUND-07-021_021_1_T-4ABUO2,21,7,4ABUO2,1,9.76162,-5.5709987,4,2.5839975,53,0.339622642,0.067039106,3.404927888,0.998715639
ROUND-07-021_021_1_T-BABUSQ,21,7,BABUSQ,3,9.744059,-5.5879483,4,2.8763855,71,0.338028169,0.078212291,3.741549936,0.997561336
ROUND-07-021_021_1_T-FVLT16,21,7,FVLT16,2,10.510462,-4.722999,10,2.533697,126,0.388888889,0.134078212,3.915553115,0.998467743
ROUND-07-021_021_1_T-LXEDRD,21,7,LXEDRD,4,10.642953,-4.475814,13,2.3978953,143,0.335664336,0.100558659,3.938203677,0.998631537
ROUND-01-029_029_0_T-4ABUO2,29,1,4ABUO2,1,4.6853533,-22.322548,5,13.594908,134,0.335820896,0.12849162,4.328470044,0.984552622
ROUND-01-029_029_0_T-CXI2X2,29,1,CXI2X2,3,5.049548,-21.595999,9,13.045727,148,0.405405405,0.156424581,4.084684546,0.001850186
ROUND-01-029_029_1_T-ZM3TBL,29,1,ZM3TBL,2,4.9946575,-21.667517,8,12.47665,128,0.2734375,0.094972067,4.228984951,0.99618715
ROUND-01-029_029_1_T-HK6IT5,29,1,HK6IT5,3,10.993276,-17.385838,12,11.780676,133,0.37593985,0.12849162,4.096973474,0.99535501
ROUND-01-029_029_0_T-5NT5J0,29,1,5NT5J0,4,5.049548,-21.595999,9,13.045727,148,0.405405405,0.156424581,4.084684546,0.001850186
ROUND-01-029_029_1_T-GE2L8I,29,1,GE2L8I,1,13.401766,-15.804819,15,9.410091,111,0.396396396,0.117318436,3.852104703,0.999513268
ROUND-01-029_029_0_T-E2KSH3,29,1,E2KSH3,2,4.707032,-22.181599,6,14.115616,150,0.306666667,0.117318436,4.488694661,0.999505162
